,ds,y
2841,2018:01:12 08:34:36,6.1
2842,2018:01:12 08:44:54,6.2
2843,2018:01:12 09:05:33,6.3
2844,2018:01:12 09:13:48,6.4
2845,2018:01:12 09:24:09,6.5
2846,2018:01:12 09:36:31,6.8
2847,2018:01:12 09:34:27,6.6
2848,2018:01:12 09:46:50,6.9
2849,2018:01:12 09:57:09,7.0
2850,2018:01:12 10:05:24,7.1
2851,2018:01:12 10:11:37,7.2
2852,2018:01:12 10:19:50,7.3
2853,2018:01:12 10:26:02,7.4
2854,2018:01:12 10:32:13,7.5
2855,2018:01:12 10:36:21,7.1
2856,2018:01:12 10:40:29,7.2
2857,2018:01:12 10:46:41,7.3
2858,2018:01:12 10:52:52,7.4
2859,2018:01:12 10:59:03,7.5
2860,2018:01:12 11:05:14,7.6
2861,2018:01:12 11:09:21,7.7
2862,2018:01:12 11:15:31,7.8
2863,2018:01:12 11:21:43,7.9
2864,2018:01:12 11:32:02,8.1
2865,2018:01:12 11:27:54,8.0
2866,2018:01:12 11:36:09,7.5
2867,2018:01:12 11:42:21,7.6
2868,2018:01:12 11:48:33,7.7
2869,2018:01:12 11:52:41,7.8
2870,2018:01:12 11:58:53,7.9
2871,2018:01:12 12:05:04,8.0
2872,2018:01:12 12:15:25,8.1
2873,2018:01:12 12:25:45,8.2
2874,2018:01:12 12:34:01,8.3
2875,2018:01:12 12:36:05,7.5
2876,2018:01:12 12:38:09,7.6
2877,2018:01:12 12:48:28,7.7
2878,2018:01:12 12:56:44,7.8
2879,2018:01:12 13:09:08,7.9
2880,2018:01:12 13:17:24,8.0
2881,2018:01:12 13:29:46,8.1
2882,2018:01:12 13:35:57,7.2
2883,2018:01:12 13:48:20,7.3
2884,2018:01:12 13:58:39,7.4
2885,2018:01:12 14:13:04,7.5
2886,2018:01:12 14:27:32,7.6
2887,2018:01:12 14:35:46,7.0
2888,2018:01:12 14:48:09,7.1
2889,2018:01:12 15:21:09,7.2
2890,2018:01:12 15:35:34,7.1
2891,2018:01:12 15:41:47,7.0
2892,2018:01:12 15:50:02,7.1
2893,2018:01:12 16:35:27,6.8
2894,2018:01:12 17:29:08,6.3
2895,2018:01:12 17:35:19,6.7
2896,2018:01:12 17:39:28,6.6
2897,2018:01:12 17:49:45,6.5
2898,2018:01:12 18:04:14,6.1
2899,2018:01:12 18:06:17,6.4
2900,2018:01:12 18:08:20,6.1
2901,2018:01:12 18:10:24,6.4
2902,2018:01:12 18:12:28,6.2
2903,2018:01:12 18:16:36,6.3
2904,2018:01:12 18:24:52,6.3
2905,2018:01:12 18:28:59,6.4
2906,2018:01:12 18:22:48,6.4
2907,2018:01:12 18:35:11,7.2
2908,2018:01:12 18:33:08,6.5
2909,2018:01:12 18:41:23,7.3
2910,2018:01:12 18:49:38,7.4
2911,2018:01:12 18:55:49,7.5
2912,2018:01:12 19:06:09,7.4
2913,2018:01:12 19:16:28,7.3
2914,2018:01:12 19:26:47,7.2
2915,2018:01:12 19:35:04,6.5
2916,2018:01:12 19:49:32,6.3
2917,2018:01:12 20:01:52,6.2
2918,2018:01:12 20:16:20,6.1
2919,2018:01:12 20:30:43,6.0
2920,2018:01:12 20:38:56,5.7
2921,2018:01:12 20:36:53,5.8
2922,2018:01:12 20:55:27,5.6
2923,2018:01:12 21:22:14,5.5
2924,2018:01:12 21:51:04,5.4
2925,2018:01:12 22:36:28,5.6
2926,2018:01:12 23:19:50,5.5
2927,2018:01:12 23:34:16,5.7
2928,2018:01:13 00:15:29,5.7
2929,2018:01:13 00:13:26,5.6
2930,2018:01:13 00:27:53,5.6
2931,2018:01:13 00:36:09,5.8
2932,2018:01:13 00:38:13,5.7
2933,2018:01:13 01:36:02,5.8
2934,2018:01:13 01:33:57,5.6
2935,2018:01:13 01:48:23,5.7
2936,2018:01:13 02:27:36,5.6
2937,2018:01:13 02:35:51,5.7
2938,2018:01:13 03:23:16,5.6
2939,2018:01:13 03:35:40,5.5
2940,2018:01:13 04:14:52,5.4
2941,2018:01:13 04:35:31,5.2
2942,2018:01:13 05:31:11,5.0
2943,2018:01:13 05:33:15,4.8
2944,2018:01:13 05:35:17,5.6
2945,2018:01:13 05:55:55,5.5
2946,2018:01:13 06:16:35,5.4
2947,2018:01:13 06:20:41,5.5
2948,2018:01:13 06:28:56,5.4
2949,2018:01:13 06:33:04,5.5
2950,2018:01:13 06:35:08,6.0
2951,2018:01:13 06:39:16,5.9
2952,2018:01:13 07:18:26,5.8
2953,2018:01:13 07:34:57,6.0
2954,2018:01:13 07:49:25,5.9
2955,2018:01:13 08:12:09,5.8
2956,2018:01:13 08:51:19,5.7
2957,2018:01:13 09:03:42,5.8
2958,2018:01:13 09:36:43,6.0
2959,2018:01:13 09:40:51,6.1
2960,2018:01:13 09:49:06,6.0
2961,2018:01:13 09:51:11,6.1
2962,2018:01:13 10:15:55,6.2
2963,2018:01:13 10:34:31,6.8
2964,2018:01:13 10:51:03,6.9
2965,2018:01:13 11:07:34,7.0
2966,2018:01:13 11:13:45,7.0
2967,2018:01:13 11:15:49,7.0
2968,2018:01:13 11:22:01,7.1
2969,2018:01:13 11:34:23,7.2
2970,2018:01:13 11:42:37,7.3
2971,2018:01:13 11:52:58,7.4
2972,2018:01:13 12:01:11,7.5
2973,2018:01:13 12:03:14,7.3
2974,2018:01:13 12:07:21,7.4
2975,2018:01:13 12:15:37,7.5
2976,2018:01:13 12:25:55,7.6
2977,2018:01:13 12:36:15,7.8
2978,2018:01:13 12:40:22,7.9
2979,2018:01:13 12:46:35,8.0
2980,2018:01:13 12:54:51,8.1
2981,2018:01:13 13:03:06,8.2
2982,2018:01:13 13:17:35,8.3
2983,2018:01:13 13:27:54,8.4
2984,2018:01:13 13:36:09,7.8
2985,2018:01:13 13:38:13,7.9
2986,2018:01:13 13:46:29,8.0
2987,2018:01:13 13:54:45,8.1
2988,2018:01:13 14:07:08,8.2
2989,2018:01:13 14:36:02,7.2
2990,2018:01:13 14:44:19,7.3
2991,2018:01:13 15:23:29,7.2
2992,2018:01:13 15:35:50,6.3
2993,2018:01:13 15:54:27,6.2
2994,2018:01:13 16:08:52,6.1
2995,2018:01:13 16:21:16,6.0
2996,2018:01:13 16:29:30,5.9
2997,2018:01:13 16:35:42,5.7
2998,2018:01:13 16:37:46,5.6
2999,2018:01:13 16:46:03,5.5
3000,2018:01:13 16:56:21,5.4
3001,2018:01:13 17:04:37,5.3
3002,2018:01:13 17:17:01,5.2
3003,2018:01:13 17:29:24,5.1
3004,2018:01:13 17:39:42,5.2
3005,2018:01:13 17:31:27,4.8
3006,2018:01:13 17:37:38,5.3
3007,2018:01:13 17:45:53,5.1
3008,2018:01:13 17:54:07,5.0
3009,2018:01:13 18:00:18,4.9
3010,2018:01:13 18:06:28,5.0
3011,2018:01:13 18:14:45,4.8
3012,2018:01:13 18:12:40,4.9
3013,2018:01:13 18:22:58,5.0
3014,2018:01:13 18:16:48,5.0
3015,2018:01:13 18:20:54,4.9
3016,2018:01:13 18:25:02,5.0
3017,2018:01:13 18:35:21,5.3
3018,2018:01:13 18:39:29,5.2
3019,2018:01:13 18:53:52,5.1
3020,2018:01:13 19:12:58,5.0
3021,2018:01:13 19:15:03,5.1
3022,2018:01:13 19:25:21,5.0
3023,2018:01:13 19:35:39,5.4
3024,2018:01:13 19:39:47,5.3
3025,2018:01:13 19:58:23,5.2
3026,2018:01:13 20:19:02,5.1
3027,2018:01:13 20:35:32,5.0
3028,2018:01:13 20:37:35,4.9
3029,2018:01:13 21:02:22,4.8
3030,2018:01:13 21:20:58,4.7
3031,2018:01:13 21:35:24,4.5
3032,2018:01:13 21:39:31,4.4
3033,2018:01:13 21:58:06,4.3
3034,2018:01:13 22:16:42,4.2
3035,2018:01:13 22:35:17,4.5
3036,2018:01:13 22:49:42,4.4
3037,2018:01:13 23:02:03,4.3
3038,2018:01:13 23:14:27,4.2
3039,2018:01:13 23:26:49,4.1
3040,2018:01:13 23:35:03,4.5
3041,2018:01:13 23:41:15,4.4
3042,2018:01:13 23:53:38,4.3
3043,2018:01:14 00:06:00,4.3
3044,2018:01:14 00:08:04,4.2
3045,2018:01:14 00:03:57,4.2
3046,2018:01:14 00:20:28,4.1
3047,2018:01:14 00:30:46,4.0
3048,2018:01:14 00:36:58,4.5
3049,2018:01:14 00:41:06,4.4
3050,2018:01:14 00:53:29,4.3
3051,2018:01:14 01:03:50,4.2
3052,2018:01:14 01:14:07,4.1
3053,2018:01:14 01:22:22,4.0
3054,2018:01:14 01:32:39,3.9
3055,2018:01:14 01:34:42,4.5
3056,2018:01:14 01:38:50,4.4
3057,2018:01:14 01:49:09,4.3
3058,2018:01:14 01:59:29,4.2
3059,2018:01:14 02:09:47,4.1
3060,2018:01:14 02:11:51,4.2
3061,2018:01:14 02:16:00,4.1
3062,2018:01:14 02:24:14,4.0
3063,2018:01:14 02:32:30,3.9
3064,2018:01:14 02:34:34,4.0
3065,2018:01:14 02:40:45,3.9
3066,2018:01:14 02:55:10,3.8
3067,2018:01:14 03:07:34,3.7
3068,2018:01:14 03:17:52,3.6
3069,2018:01:14 03:26:07,3.5
3070,2018:01:14 03:36:26,3.9
3071,2018:01:14 03:50:49,3.8
3072,2018:01:14 04:03:13,3.7
3073,2018:01:14 04:09:25,3.6
3074,2018:01:14 04:25:56,3.4
3075,2018:01:14 04:17:41,3.5
3076,2018:01:14 04:36:15,3.9
3077,2018:01:14 04:32:07,3.3
3078,2018:01:14 04:38:19,3.3
3079,2018:01:14 04:40:22,3.8
3080,2018:01:14 04:48:36,3.7
3081,2018:01:14 04:58:56,3.6
3082,2018:01:14 05:07:13,3.5
3083,2018:01:14 05:15:27,3.4
3084,2018:01:14 05:31:56,3.5
3085,2018:01:14 05:23:40,3.3
3086,2018:01:14 05:29:52,3.2
3087,2018:01:14 05:34:00,3.1
3088,2018:01:14 05:36:04,3.8
3089,2018:01:14 05:44:18,3.7
3090,2018:01:14 05:52:33,3.6
3091,2018:01:14 06:02:52,3.5
3092,2018:01:14 06:09:04,3.4
3093,2018:01:14 06:15:15,3.3
3094,2018:01:14 06:21:26,3.3
3095,2018:01:14 06:19:22,3.2
3096,2018:01:14 06:23:30,3.2
3097,2018:01:14 06:29:41,3.1
3098,2018:01:14 06:35:53,3.8
3099,2018:01:14 06:46:12,3.7
3100,2018:01:14 06:56:31,3.6
3101,2018:01:14 07:04:47,3.5
3102,2018:01:14 07:10:59,3.4
3103,2018:01:14 07:17:10,3.3
3104,2018:01:14 07:23:20,3.2
3105,2018:01:14 07:31:36,3.1
3106,2018:01:14 07:35:44,4.4
3107,2018:01:14 07:46:02,4.3
3108,2018:01:14 07:56:21,4.2
3109,2018:01:14 08:06:39,4.1
3110,2018:01:14 08:12:50,4.0
3111,2018:01:14 08:21:05,3.9
3112,2018:01:14 08:27:15,3.8
3113,2018:01:14 08:35:31,4.5
3114,2018:01:14 08:47:54,4.4
3115,2018:01:14 09:35:23,5.1
3116,2018:01:14 09:39:30,5.2
3117,2018:01:14 09:49:50,5.3
3118,2018:01:14 10:00:09,5.4
3119,2018:01:14 10:10:28,5.5
3120,2018:01:14 10:22:52,5.6
3121,2018:01:14 10:35:14,5.9
3122,2018:01:14 10:33:10,5.7
3123,2018:01:14 10:39:22,6.0
3124,2018:01:14 10:45:34,6.1
3125,2018:01:14 10:49:43,6.2
3126,2018:01:14 10:55:54,6.3
3127,2018:01:14 11:00:03,6.4
3128,2018:01:14 11:06:13,6.5
3129,2018:01:14 11:14:28,6.6
3130,2018:01:14 11:20:40,6.7
3131,2018:01:14 11:28:55,6.8
3132,2018:01:14 11:37:11,6.5
3133,2018:01:14 11:35:07,6.4
3134,2018:01:14 11:41:20,6.6
3135,2018:01:14 11:45:27,6.7
3136,2018:01:14 11:49:35,6.8
3137,2018:01:14 11:53:41,6.9
3138,2018:01:14 11:57:48,7.0
3139,2018:01:14 12:04:00,7.1
3140,2018:01:14 12:14:18,7.2
3141,2018:01:14 12:24:38,7.3
3142,2018:01:14 12:39:05,6.7
3143,2018:01:14 12:32:53,7.4
3144,2018:01:14 12:34:57,6.6
3145,2018:01:14 12:45:16,6.8
3146,2018:01:14 12:51:27,6.9
3147,2018:01:14 12:55:34,7.0
3148,2018:01:14 13:03:49,7.1
3149,2018:01:14 13:10:02,7.2
3150,2018:01:14 13:20:19,7.3
3151,2018:01:14 13:28:35,7.4
3152,2018:01:14 13:34:45,6.5
3153,2018:01:14 13:36:49,6.6
3154,2018:01:14 13:42:59,6.7
3155,2018:01:14 13:51:15,6.8
3156,2018:01:14 13:57:27,6.9
3157,2018:01:14 14:16:02,7.0
3158,2018:01:14 14:32:32,7.0
3159,2018:01:14 14:36:40,6.0
3160,2018:01:14 14:34:36,7.0
3161,2018:01:14 14:49:03,6.1
3162,2018:01:14 15:03:31,6.0
3163,2018:01:14 15:11:45,6.0
3164,2018:01:14 15:13:49,6.0
3165,2018:01:14 15:20:02,5.9
3166,2018:01:14 15:30:21,5.8
3167,2018:01:14 15:42:45,5.7
3168,2018:01:14 15:53:06,5.6
3169,2018:01:14 16:01:21,5.5
3170,2018:01:14 16:07:33,5.4
3171,2018:01:14 16:13:44,5.3
3172,2018:01:14 16:19:56,5.2
3173,2018:01:14 16:26:08,5.1
3174,2018:01:14 16:30:16,5.0
3175,2018:01:14 16:36:28,5.3
3176,2018:01:14 16:38:32,5.2
3177,2018:01:14 16:42:38,5.1
3178,2018:01:14 16:52:56,4.9
3179,2018:01:14 16:48:50,5.0
3180,2018:01:14 16:59:08,4.8
3181,2018:01:14 17:05:19,4.7
3182,2018:01:14 17:11:31,4.6
3183,2018:01:14 17:15:39,4.5
3184,2018:01:14 17:28:01,4.3
3185,2018:01:14 17:21:50,4.4
3186,2018:01:14 17:34:13,4.2
3187,2018:01:14 17:36:17,4.6
3188,2018:01:14 17:38:20,4.5
3189,2018:01:14 17:42:26,4.4
3190,2018:01:14 17:46:34,4.3
3191,2018:01:14 17:50:41,4.2
3192,2018:01:14 17:54:49,4.1
3193,2018:01:14 17:58:57,4.0
3194,2018:01:14 18:07:13,3.9
3195,2018:01:14 18:15:29,3.8
3196,2018:01:14 18:13:24,4.0
3197,2018:01:14 18:32:00,3.8
3198,2018:01:14 18:21:40,3.7
3199,2018:01:14 18:27:52,3.8
3200,2018:01:14 18:29:56,3.6
3201,2018:01:14 18:34:04,4.7
3202,2018:01:14 18:40:16,4.6
3203,2018:01:14 18:46:26,4.5
3204,2018:01:14 18:54:42,4.4
3205,2018:01:14 19:00:53,4.3
3206,2018:01:14 19:07:04,4.2
3207,2018:01:14 19:13:16,4.1
3208,2018:01:14 19:31:50,3.8
3209,2018:01:14 19:19:26,4.0
3210,2018:01:14 19:25:38,3.9
3211,2018:01:14 19:35:57,4.7
3212,2018:01:14 19:38:02,4.6
3213,2018:01:14 19:46:16,4.5
3214,2018:01:14 19:56:37,4.4
3215,2018:01:14 20:02:46,4.3
3216,2018:01:14 20:11:00,4.2
3217,2018:01:14 20:19:16,4.1
3218,2018:01:14 20:27:30,4.0
3219,2018:01:14 20:29:34,4.0
3220,2018:01:14 20:31:38,4.0
3221,2018:01:14 20:35:46,4.6
3222,2018:01:14 20:46:04,4.5
3223,2018:01:14 21:02:34,4.4
3224,2018:01:14 21:14:56,4.3
3225,2018:01:14 21:27:20,4.1
3226,2018:01:14 21:29:24,4.2
3227,2018:01:14 21:35:36,4.8
3228,2018:01:14 22:25:09,4.7
3229,2018:01:14 22:27:13,4.8
3230,2018:01:14 22:29:17,4.7
3231,2018:01:14 22:35:29,4.8
3232,2018:01:14 22:43:44,4.9
3233,2018:01:14 23:00:15,5.0
3234,2018:01:14 23:33:11,5.0
3235,2018:01:14 23:35:16,5.4
3236,2018:01:14 23:39:22,5.5
3237,2018:01:14 23:53:50,5.6
3238,2018:01:15 00:14:29,5.7
3239,2018:01:15 00:22:44,5.8
3240,2018:01:15 00:35:07,5.7
3241,2018:01:15 00:37:11,5.8
3242,2018:01:15 00:47:31,5.9
3243,2018:01:15 00:59:52,6.0
3244,2018:01:15 01:12:15,6.1
3245,2018:01:15 01:22:34,6.2
3246,2018:01:15 01:34:56,6.4
3247,2018:01:15 01:43:13,6.5
3248,2018:01:15 01:53:31,6.6
3249,2018:01:15 02:14:09,6.5
3250,2018:01:15 02:26:34,6.4
3251,2018:01:15 02:36:53,6.3
3252,2018:01:15 02:43:04,6.2
3253,2018:01:15 03:07:49,6.3
3254,2018:01:15 03:16:04,6.4
3255,2018:01:15 03:32:35,6.6
3256,2018:01:15 03:24:19,6.5
3257,2018:01:15 03:38:45,7.4
3258,2018:01:15 03:36:42,7.3
3259,2018:01:15 03:47:01,7.5
3260,2018:01:15 03:59:23,7.6
3261,2018:01:15 04:15:53,7.7
3262,2018:01:15 04:36:31,7.8
3263,2018:01:15 04:38:35,7.7
3264,2018:01:15 04:40:39,7.8
3265,2018:01:15 04:53:01,7.9
3266,2018:01:15 05:05:24,8.0
3267,2018:01:15 05:17:47,8.1
3268,2018:01:15 05:19:50,8.2
3269,2018:01:15 05:23:58,8.3
3270,2018:01:15 05:38:25,8.3
3271,2018:01:15 05:34:18,8.4
3272,2018:01:15 05:36:21,8.2
3273,2018:01:15 05:46:41,8.4
3274,2018:01:15 05:52:53,8.5
3275,2018:01:15 06:01:07,8.6
3276,2018:01:15 06:07:18,8.7
3277,2018:01:15 06:17:37,8.8
3278,2018:01:15 06:29:58,8.9
3279,2018:01:15 06:34:06,8.6
3280,2018:01:15 06:40:16,8.7
3281,2018:01:15 06:48:33,8.8
3282,2018:01:15 06:58:51,8.9
3283,2018:01:15 07:07:06,9.0
3284,2018:01:15 07:15:21,9.1
3285,2018:01:15 07:25:41,9.2
3286,2018:01:15 07:33:57,9.3
3287,2018:01:15 07:35:59,8.6
3288,2018:01:15 07:44:16,8.7
3289,2018:01:15 07:52:32,8.8
3290,2018:01:15 08:00:48,8.9
3291,2018:01:15 08:06:59,9.0
3292,2018:01:15 08:15:14,9.1
3293,2018:01:15 08:21:27,9.2
3294,2018:01:15 08:29:40,9.3
3295,2018:01:15 08:35:50,8.6
3296,2018:01:15 08:44:05,8.7
3297,2018:01:15 08:52:21,8.8
3298,2018:01:15 09:00:36,8.9
3299,2018:01:15 09:10:56,9.1
3300,2018:01:15 09:04:44,9.0
3301,2018:01:15 09:15:03,9.2
3302,2018:01:15 09:21:15,9.3
3303,2018:01:15 09:25:23,9.4
3304,2018:01:15 09:29:31,9.5
3305,2018:01:15 09:35:43,9.2
3306,2018:01:15 09:39:51,9.3
3307,2018:01:15 09:46:02,9.4
3308,2018:01:15 09:52:12,9.5
3309,2018:01:15 09:58:25,9.6
3310,2018:01:15 10:12:53,9.9
3311,2018:01:15 10:04:37,9.7
3312,2018:01:15 10:08:44,9.8
3313,2018:01:15 10:19:04,10.0
3314,2018:01:15 10:23:10,10.1
3315,2018:01:15 10:27:17,10.2
3316,2018:01:15 10:31:25,10.3
3317,2018:01:15 10:35:33,10.2
3318,2018:01:15 10:37:37,10.3
3319,2018:01:15 10:43:48,10.4
3320,2018:01:15 10:49:59,10.5
3321,2018:01:15 10:56:10,10.6
3322,2018:01:15 11:02:22,10.7
3323,2018:01:15 11:08:34,10.8
3324,2018:01:15 11:18:53,10.9
3325,2018:01:15 11:25:04,11.0
3326,2018:01:15 11:31:15,11.1
3327,2018:01:15 11:35:23,10.1
3328,2018:01:15 11:39:31,10.2
3329,2018:01:15 11:47:45,10.3
3330,2018:01:15 11:56:01,10.4
3331,2018:01:15 11:58:05,10.5
3332,2018:01:15 12:06:21,10.6
3333,2018:01:15 12:18:44,10.7
3334,2018:01:15 12:33:08,10.8
3335,2018:01:15 12:35:12,10.0
3336,2018:01:15 13:04:03,10.0
3337,2018:01:15 13:08:10,10.0
3338,2018:01:15 13:32:58,10.1
3339,2018:01:15 13:35:02,10.4
3340,2018:01:15 13:46:23,10.3
3341,2018:01:15 13:48:25,11.0
3342,2018:01:15 13:50:29,10.4
3343,2018:01:15 13:58:45,10.3
3344,2018:01:15 14:13:10,10.2
3345,2018:01:15 14:27:34,10.1
3346,2018:01:15 14:35:50,10.6
3347,2018:01:15 14:39:56,10.5
3348,2018:01:15 14:50:11,10.4
3349,2018:01:15 15:00:30,10.3
3350,2018:01:15 15:21:08,10.2
3351,2018:01:15 15:35:34,10.6
3352,2018:01:15 15:56:15,10.5
3353,2018:01:15 16:04:30,10.4
3354,2018:01:15 16:10:42,10.3
3355,2018:01:15 16:16:51,10.2
3356,2018:01:15 16:23:03,10.1
3357,2018:01:15 16:29:14,10.0
3358,2018:01:15 16:31:18,9.1
3359,2018:01:15 16:33:22,9.9
3360,2018:01:15 16:35:27,9.6
3361,2018:01:15 16:39:35,9.5
3362,2018:01:15 16:47:50,9.4
3363,2018:01:15 16:54:03,9.3
3364,2018:01:15 17:02:18,9.2
3365,2018:01:15 17:10:34,9.1
3366,2018:01:15 17:20:50,9.0
3367,2018:01:15 17:29:05,8.9
3368,2018:01:15 17:43:32,8.8
3369,2018:01:15 17:53:51,8.7
3370,2018:01:15 18:02:04,8.6
3371,2018:01:15 18:10:20,8.7
3372,2018:01:15 18:12:24,8.5
3373,2018:01:15 18:16:32,8.4
3374,2018:01:15 18:18:36,8.6
3375,2018:01:15 18:20:40,8.4
3376,2018:01:15 18:26:51,8.3
3377,2018:01:15 18:35:07,7.9
3378,2018:01:15 18:39:15,7.8
3379,2018:01:15 18:57:50,7.7
3380,2018:01:15 19:35:01,7.3
3381,2018:01:15 20:34:48,6.8
3382,2018:01:15 21:20:12,6.9
3383,2018:01:15 21:36:44,6.6
3384,2018:01:15 22:16:01,6.7
3385,2018:01:15 22:36:36,6.6
3386,2018:01:15 23:05:28,6.7
3387,2018:01:15 23:28:08,6.8
3388,2018:01:15 23:34:20,6.5
3389,2018:01:15 23:57:03,6.0
3390,2018:01:16 00:09:25,6.1
3391,2018:01:16 00:15:35,6.2
3392,2018:01:16 00:23:51,6.3
3393,2018:01:16 00:30:04,6.4
3394,2018:01:16 00:36:16,7.0
3395,2018:01:16 00:42:27,7.1
3396,2018:01:16 00:54:51,7.2
3397,2018:01:16 01:07:14,7.3
3398,2018:01:16 01:17:34,7.4
3399,2018:01:16 01:27:53,7.5
3400,2018:01:16 01:34:04,7.3
3401,2018:01:16 02:11:13,7.6
3402,2018:01:16 01:42:20,7.4
3403,2018:01:16 01:52:40,7.5
3404,2018:01:16 02:36:01,6.7
3405,2018:01:16 02:54:33,6.8
3406,2018:01:16 03:06:55,6.7
3407,2018:01:16 03:33:44,6.6
3408,2018:01:16 03:35:49,6.0
3409,2018:01:16 03:39:56,5.9
3410,2018:01:16 03:52:20,5.8
3411,2018:01:16 04:04:42,5.7
3412,2018:01:16 04:15:02,5.6
3413,2018:01:16 04:25:21,5.5
3414,2018:01:16 04:35:39,5.6
3415,2018:01:16 04:39:46,5.5
3416,2018:01:16 04:45:56,5.4
3417,2018:01:16 04:56:17,5.3
3418,2018:01:16 07:29:40,5.5
3419,2018:01:16 07:33:47,5.4
3420,2018:01:16 07:34:30,5.5
3421,2018:01:16 07:42:34,5.5
3422,2018:01:16 07:46:43,5.4
3423,2018:01:16 07:59:04,5.3
3424,2018:01:16 08:21:43,5.2
3425,2018:01:16 08:36:08,5.7
3426,2018:01:16 08:56:44,5.6
3427,2018:01:16 09:07:04,5.7
3428,2018:01:16 09:37:59,5.6
3429,2018:01:16 09:48:15,5.4
3430,2018:01:16 09:50:19,5.6
3431,2018:01:16 10:00:38,5.7
3432,2018:01:16 10:08:50,5.8
3433,2018:01:16 10:19:07,5.9
3434,2018:01:16 10:27:22,5.8
3435,2018:01:16 10:29:26,6.0
3436,2018:01:16 10:35:37,6.4
3437,2018:01:16 10:43:51,6.5
3438,2018:01:16 10:52:04,6.6
3439,2018:01:16 11:00:20,6.7
3440,2018:01:16 11:16:52,6.8
3441,2018:01:16 11:33:21,6.9
3442,2018:01:16 11:35:25,6.4
3443,2018:01:16 11:41:37,6.5
3444,2018:01:16 11:53:58,6.6
3445,2018:01:16 12:06:20,6.8
3446,2018:01:16 12:18:42,6.7
3447,2018:01:16 12:20:46,6.8
3448,2018:01:16 12:22:50,6.7
3449,2018:01:16 12:24:53,6.8
3450,2018:01:16 12:26:57,6.9
3451,2018:01:16 12:33:08,6.9
3452,2018:01:16 12:31:04,6.8
3453,2018:01:16 13:24:37,6.8
3454,2018:01:16 13:45:13,6.7
3455,2018:01:16 13:49:21,7.0
3456,2018:01:16 13:51:25,6.8
3457,2018:01:16 13:55:33,6.7
3458,2018:01:16 14:14:05,6.6
3459,2018:01:16 14:28:30,6.5
3460,2018:01:16 14:34:40,7.3
3461,2018:01:16 14:40:49,7.2
3462,2018:01:16 14:55:16,7.1
3463,2018:01:16 15:05:33,7.0
3464,2018:01:16 15:15:52,6.8
3465,2018:01:16 15:09:40,6.9
3466,2018:01:16 15:24:06,6.7
3467,2018:01:16 15:26:10,6.9
3468,2018:01:16 15:28:13,6.7
3469,2018:01:16 15:34:23,6.5
3470,2018:01:16 15:48:45,6.4
3471,2018:01:16 15:59:03,6.3
3472,2018:01:16 16:09:20,6.5
3473,2018:01:16 16:07:16,6.6
3474,2018:01:16 16:23:44,6.4
3475,2018:01:16 16:36:06,5.6
3476,2018:01:16 16:48:29,5.5
3477,2018:01:16 17:04:59,5.4
3478,2018:01:16 17:23:32,5.3
3479,2018:01:16 17:35:55,5.0
3480,2018:01:16 17:37:59,4.9
3481,2018:01:16 17:52:25,4.8
3482,2018:01:16 18:06:50,4.9
3483,2018:01:16 18:08:54,4.8
3484,2018:01:16 18:10:58,4.7
3485,2018:01:16 18:17:10,4.8
3486,2018:01:16 18:19:13,4.7
3487,2018:01:16 18:27:28,4.7
3488,2018:01:16 18:25:24,4.8
3489,2018:01:16 18:29:32,4.6
3490,2018:01:16 18:31:36,4.8
3491,2018:01:16 18:33:40,4.7
3492,2018:01:16 18:35:44,3.5
3493,2018:01:16 18:50:10,3.4
3494,2018:01:16 19:35:28,3.0
3495,2018:01:16 19:45:45,2.9
3496,2018:01:16 20:00:10,2.8
3497,2018:01:16 20:16:41,2.9
3498,2018:01:16 20:35:15,3.1
3499,2018:01:16 20:43:30,3.0
3500,2018:01:16 20:49:41,3.0
3501,2018:01:16 20:51:44,3.0
3502,2018:01:16 20:57:54,2.9
3503,2018:01:16 21:37:00,3.1
3504,2018:01:16 21:39:03,3.0
3505,2018:01:16 21:53:29,2.9
3506,2018:01:16 22:14:04,2.8
3507,2018:01:16 22:34:41,3.2
3508,2018:01:16 22:38:48,3.1
3509,2018:01:16 22:53:12,3.0
3510,2018:01:16 23:09:38,2.9
3511,2018:01:16 23:26:06,2.8
3512,2018:01:16 23:34:19,3.2
3513,2018:01:16 23:48:44,3.1
3514,2018:01:17 00:07:17,3.0
3515,2018:01:17 00:11:24,3.0
3516,2018:01:17 00:13:27,3.0
3517,2018:01:17 00:17:34,2.9
3518,2018:01:17 00:27:53,2.8
3519,2018:01:17 00:34:04,2.9
3520,2018:01:17 00:46:25,2.8
3521,2018:01:17 00:56:43,2.7
3522,2018:01:17 01:13:13,2.6
3523,2018:01:17 01:27:38,2.5
3524,2018:01:17 01:35:53,2.8
3525,2018:01:17 01:46:10,2.7
3526,2018:01:17 02:06:47,2.6
3527,2018:01:17 02:15:02,2.5
3528,2018:01:17 02:35:40,3.0
3529,2018:01:17 02:31:33,2.5
3530,2018:01:17 02:39:48,2.9
3531,2018:01:17 03:06:38,3.0
3532,2018:01:17 03:14:54,3.0
3533,2018:01:17 03:16:57,3.0
3534,2018:01:17 03:25:13,3.1
3535,2018:01:17 03:29:20,2.8
3536,2018:01:17 03:31:24,3.1
3537,2018:01:17 03:41:41,3.2
3538,2018:01:17 03:52:00,3.3
3539,2018:01:17 04:00:14,3.4
